Yes,Female,between 18 and 24 years old,Rovereto ,I am a student,iOS (iPhone),1 to 3 times per week,1 to 3 times per week,I use it without a defined frequency,I do not use it,I do not use it,I do not use it,I do not use it,4 to 7 times per week,I do not combine public transport modes,"I ask the people around me., I check the Internet.","Home (own or relatives'), University/School","Incomplete or missing transport information, Inaccurate or unreliable route and time data, Lack of real-time updates, Poor route planning, usability, and/or unclear directions, No details about comfort or service quality (accessibility, crowds, comfort, etc.)",Yes,,I use it occasionally,Terrible,Terrible,Terrible,Terrible,Terrible,2,1,,,,,,,,"More accurate or consistent real-time public transport updates, Broader public transport coverage in more cities or regions, Ability to download public transport routes for offline use, More detailed transit info (e.g. stop names, platform numbers), Better multi-modal trip planning (e.g. walk + bus + train in one route), More customizable routing options (e.g. avoid stairs, reduce walking)",Yes,,1 to 3 times per week,Terrible,Excellent,Excellent,Excellent,Excellent,4,,,,,,,,,"More accurate or consistent real-time public transport updates, Broader public transport coverage in more cities or regions, Ability to download public transport routes for offline use, More detailed transit info (e.g. stop names, platform numbers)"
Yes,Male,between 18 and 24 years old,Berlin,I am a student,iOS (iPhone),4 to 7 times per week,4 to 7 times per week,I do not use it,1 to 3 times per month,I do not use it,I do not use it,I do not use it,I use it without a defined frequency,Bus + Train + Bicycle/Elec. Scooter,I check the Internet.,"Home (own or relatives'), University/School","Lack of real-time updates, No details about comfort or service quality (accessibility, crowds, comfort, etc.)",No,"Too cluttered or overwhelming interface, Privacy concerns about data tracking, Prefer simpler or more minimal design",,,,,,,,,,,,,,,,,Yes,,4 to 6 times per week,Good,Good,Bad,Excellent,Excellent,4,4,4,3,5,5,4,1,5,"More accurate or consistent real-time public transport updates, More detailed transit info (e.g. stop names, platform numbers), Better multi-modal trip planning (e.g. walk + bus + train in one route), More customizable routing options (e.g. avoid stairs, reduce walking)"
Yes,Male,between 25 and 34 years old,Tilburg,I am employed,iOS (iPhone),I use it without a defined frequency,4 to 7 times per week,1 to 3 times per week,1 to 3 times per week,I use it without a defined frequency,I use it without a defined frequency,I do not use it,I use it without a defined frequency,Train + Bicycle/Elec. Scooter,I check the Internet.,"Work/Internship, Home (own or relatives'), Leisure/Outing","Incomplete or missing transport information, Poor route planning, usability, and/or unclear directions",Yes,,1 to 3 times per week,Bad,Good,Bad,Terrible,Bad,1,2,3,5,2,1,3,3,2,"More accurate or consistent real-time public transport updates, Ability to download public transport routes for offline use, More detailed transit info (e.g. stop names, platform numbers), Better multi-modal trip planning (e.g. walk + bus + train in one route), More customizable routing options (e.g. avoid stairs, reduce walking)",Yes,,Every day,Good,Bad,Good,Excellent,Excellent,5,4,4,2,4,5,5,5,5,"Broader public transport coverage in more cities or regions, More detailed transit info (e.g. stop names, platform numbers), Better multi-modal trip planning (e.g. walk + bus + train in one route)"
Yes,Male,between 25 and 34 years old,"Smaller City near Oldenburg, Germany",I am employed,iOS (iPhone),I use it without a defined frequency,I use it without a defined frequency,I do not use it,I do not use it,I do not use it,I do not use it,I do not use it,4 to 7 times per week,I do not combine public transport modes,"I check posted signage., I check the Internet., I use the VBN Fahrplaner App. Only that App has correct time information for all Bus and Trains in my region","Home (own or relatives'), Leisure/Outing","Incomplete or missing transport information, Inaccurate or unreliable route and time data, Lack of real-time updates, Poor route planning, usability, and/or unclear directions",Yes,,I use it occasionally,Good,Average,Bad,Average,Average,1,5,,4,5,4,,4,4,"More accurate or consistent real-time public transport updates, Ability to download public transport routes for offline use, Less cluttered interface. Important information is not glanceable. ",Yes,,1 to 3 times per week,Good,Good,Excellent,Average,Bad,4,4,1,3,3,4,,3,5,"More accurate or consistent real-time public transport updates, Broader public transport coverage in more cities or regions, Ability to download public transport routes for offline use, Better multi-modal trip planning (e.g. walk + bus + train in one route), More customizable routing options (e.g. avoid stairs, reduce walking), Live Information is often missing. No multi stop planning for public transport."
Yes,Male,between 18 and 24 years old,"Salamanca, Spain",I am employed,iOS (iPhone),4 to 7 times per week,1 to 3 times per month,1 to 3 times per month,I use it without a defined frequency,I do not use it,I do not use it,I use it without a defined frequency,I do not use it,Bus + Train,I check the Internet.,"Work/Internship, Home (own or relatives'), Hospital/Doctor","Incomplete or missing transport information, Inaccurate or unreliable route and time data, Lack of real-time updates",Yes,,1 to 3 times per week,Good,Good,Average,Bad,Bad,1,4,4,5,4,4,2,2,3,Better multi-modal trip planning (e.g. walk + bus + train in one route),Yes,,4 to 6 times per week,Terrible,Bad,Good,Excellent,Average,5,3,1,1,3,2,5,4,1,"More accurate or consistent real-time public transport updates, Broader public transport coverage in more cities or regions"
Yes,Male,between 25 and 34 years old,"San Jose, California",I am employed,iOS (iPhone),4 to 7 times per week,1 to 3 times per week,I use it without a defined frequency,I use it without a defined frequency,I do not use it,I do not use it,I do not use it,I do not use it,Bus + Train,Map apps,"Work/Internship, Home (own or relatives'), Shopping center",Difficulty browsing transit lines for future trip planning,Yes,,I use it occasionally,Terrible,Average,Bad,Terrible,Average,1,1,3,2,2,2,2,2,3,,Yes,,1 to 3 times per week,Average,Average,Bad,Bad,Good,4,3,3,4,4,4,3,1,5,"Broader public transport coverage in more cities or regions, More detailed transit info (e.g. stop names, platform numbers), Route lines for frequent/planned redirection, indication of what the vehicle destination is, the ability to view bus lines without the app closing itself"
Yes,Male,between 18 and 24 years old,"Thessaloniki, Greece",I am a student,iOS (iPhone),1 to 3 times per month,I do not use it,1 to 3 times per month,I do not use it,I do not use it,I do not use it,I do not use it,4 to 7 times per week,I do not combine public transport modes,"I check the Internet., I check digital monitor on the bus stops ","Home (own or relatives'), Leisure/Outing, Shopping center","Inaccurate or unreliable route and time data, Lack of real-time updates",Yes,,I use it occasionally,Average,Good,Good,Bad,Good,2,3,3,3,3,4,4,5,2,"More accurate or consistent real-time public transport updates, Broader public transport coverage in more cities or regions, More detailed transit info (e.g. stop names, platform numbers)",Yes,,4 to 6 times per week,Good,Good,Good,Excellent,Good,4,5,4,4,4,5,5,5,5,"More accurate or consistent real-time public transport updates, Broader public transport coverage in more cities or regions, More detailed transit info (e.g. stop names, platform numbers)"
Yes,Male,between 18 and 24 years old,Taipei,I am a student,iOS (iPhone),4 to 7 times per week,Only on weekends,4 to 7 times per week,Only on weekends,1 to 3 times per month,1 to 3 times per month,Only on weekends,Only on weekends,Bus + Train,"I check posted signage., I check the Internet.","Home (own or relatives'), Leisure/Outing, University/School","Inaccurate or unreliable route and time data, Lack of real-time updates",Yes,,I use it occasionally,Average,Good,Average,Bad,Average,2,4,4,5,5,3,3,5,4,,Yes,,Every day,Good,Average,Good,Excellent,Average,5,5,3,5,5,5,3,3,5,"More accurate or consistent real-time public transport updates, More detailed transit info (e.g. stop names, platform numbers)"
Yes,Female,between 45 and 54 years old,Amsterdam ,I am employed,iOS (iPhone),1 to 3 times per week,1 to 3 times per week,1 to 3 times per week,I do not use it,I do not use it,I do not use it,I do not use it,I do not use it,Bus + Train,"I check posted signage., I check the Internet.","Work/Internship, Home (own or relatives'), Leisure/Outing",Inaccurate or unreliable route and time data,Yes,,A few times per month,Terrible,Terrible,Bad,Bad,Good,1,1,2,1,1,2,1,1,2,"Ability to download public transport routes for offline use, Better multi-modal trip planning (e.g. walk + bus + train in one route), More customizable routing options (e.g. avoid stairs, reduce walking)",Yes,,Every day,Excellent,Excellent,Excellent,Excellent,Excellent,5,5,5,5,5,5,5,5,5,1
Yes,Male,between 25 and 34 years old,Los Angeles ,I am self-employed,iOS (iPhone),1 to 3 times per month,Only on weekends,1 to 3 times per month,Only on weekends,Only on weekends,Only on weekends,1 to 3 times per week,4 to 7 times per week,I do not combine public transport modes,I check the Internet.,Work/Internship,"Poor route planning, usability, and/or unclear directions, No details about comfort or service quality (accessibility, crowds, comfort, etc.)",Yes,,Every day,Average,Good,Good,Average,Average,3,4,4,4,3,4,2,3,3,"More detailed transit info (e.g. stop names, platform numbers)",Yes,,Every day,Average,Average,Average,Good,Average,4,3,3,3,4,3,4,3,5,Ability to download public transport routes for offline use
Yes,Female,between 25 and 34 years old,San Francisco ,I am employed,iOS (iPhone),1 to 3 times per month,1 to 3 times per month,1 to 3 times per month,1 to 3 times per month,I do not use it,I do not use it,I use it without a defined frequency,1 to 3 times per week,Bus + Train,I check the Internet.,"Work/Internship, Leisure/Outing",Lack of real-time updates,Yes,,I use it occasionally,Average,Average,Average,Average,Bad,3,3,3,3,3,3,3,3,3,Ability to download public transport routes for offline use,Yes,,4 to 6 times per week,Good,Good,Good,Good,Bad,4,3,3,3,4,3,3,3,5,"Ability to download public transport routes for offline use, More detailed transit info (e.g. stop names, platform numbers), More customizable routing options (e.g. avoid stairs, reduce walking)"
